CustomerID,CustomerName,Contact,Address,DeliveryZone
0467983vVB,Vipin Badkas,947 637 4768,"14247 Bartillon Hill, Ahamdabad",ABD
4113487rVB,Vipiv Badgujar,995 014 9868,"5 Eastlawn Way, Pune",PUN
0432547vVB,Viplo Bachchan,621 035 0829,"193 Elmside Junction, Kolkata",KKA
98347231VB,Vipol Babu,709 288 5602,"350 Carberry Drive, Amritsar",ATR
2573903zVB,Vipta Babbar,940 289 8678,"739 Kensington Place, Surat",SRT
6397345dVB,Vipul Babariya,636 058 9654,"1273 West Street, Gurugram",GGM
5877261bVA,Vipulander Awasthi,305 679 1830,"61853 Dakota Drive, Kolkata",KKA
7717731gVA,Vipun Avari,132 971 7747,"65301 Toban Pass, Kolkata",KKA
9085113pVA,Viraj Aulakh,360 680 0500,"2 Debra Pass, Ahamdabad",ABD
1812362iVA,Viram Atwal,089 968 1301,"000 Anniversary Terrace, Dehradun",DDN
5167479fVA,Virat Attal,984 985 7210,"34683 Bay Pass, Noida",NOA
7595495yVA,Viren Atri,717 129 9075,"5603 Scofield Drive, Agra",AGA
5742607rVA,Virender Atrey,360 439 3196,"4 Tennessee Avenue, Agra",AGA
3948399qVA,Virendra Atre,845 109 4582,"19 New Castle Place, Rajkot",RJT
1873444cVA,Viresh Ashtikar,526 304 5027,"69350 Schiller Parkway, Jaipur",JPR
4384208sVA,Viriya Asthana,127 668 2795,"83975 Bluestem Junction, Amritsar",ATR
3264088vVA,Virjiniya Asrani,880 995 4242,"57 Boyd Terrace, Lucknow",LKO
81052248VA,Virnit Ashar,777 169 0200,"1 Meadow Ridge Circle, Indore",IDE
0124656cVA,Vironika Arya,693 062 9752,"878 Fordem Road, Rajkot",RJT
8479915eVA,Virpal Arora,337 629 5610,"1358 Hauk Hill, Lucknow",LKO
40658949VA,Virwanti Arjun,177 132 6362,"7 Columbus Parkway, Noida",NOA
70834498VA,Visan Argade,997 595 6732,"637 Pepper Wood Lane, Delhi",DLI
3423733fVA,Vishakha Apture,192 354 1074,"58 Anniversary Street, Jaipur",JPR
96513260VA,Vishal Apte,892 674 1015,"203 Marcy Trail, Delhi",DLI
7812469gVA,Visham Apdev,773 648 6552,"4 Lillian Point, Bangalore",BGL
2759691eVA,Vishamitra Anumula,672 187 1448,"6 Johnson Alley, Kolkata",KKA
1576418wVA,Vishanu Antony,303 782 4666,"783 Pleasure Pass, Bhuwneswar",BNR
3451559rVA,Vishavkarma Annaladasula,852 311 4942,"086 Hansons Junction, Indore",IDE
7916891sVA,Vishesh Aneja,229 748 1188,"3 1st Road, Amritsar",ATR
2036770dVA,Vishnu Anchan,684 775 4496,"8831 Artisan Road, Delhi",DLI
77086171VA,Vishu Anchan,974 051 6603,"1188 Daystar Street, Amritsar",ATR
5720725iVA,Vishva Anandi,008 372 2612,"83 Knutson Plaza, Pune",PUN
7209855nWA,Wazir Anand,811 524 7613,"53696 West Point, Gurugram",GGM
5725121yWA,Wiliyam Amrutham,525 312 6643,"8698 Bowman Junction, Amritsar",ATR
7112489gWA,Wilkish Amravatikar,794 191 7977,"0 Lien Point, Delhi",DLI
5055072nWA,Wiresh Amladi,582 178 6878,"57 2nd Circle, Noida",NOA
1329723qYA,Yaadram Amin,525 322 5146,"9752 Schlimgen Trail, Gorakhpur",GKR
82375341YA,Yadho Ameer,144 064 2476,"381 Hazelcrest Junction, Noida",NOA
28378642YA,Yadram Ambulkar,723 602 9963,"05777 Crescent Oaks Plaza, Indore",IDE
8124288oYA,Yadvir Ambuja,071 168 4801,"38152 High Crossing Plaza, Delhi",DLI
4814955aYA,Yaksh Amble,871 042 2383,"7 Kipling Drive, Bhuwneswar",BNR
6802993qYA,Yaman Ambekar,879 067 3787,"394 Macpherson Place, Indore",IDE
2370527vYA,Yameen Ambedkar,622 796 0078,"73017 Hansons Circle, Varanasi",VNI
58180723YA,Yamin Ambani,211 144 1763,"63 7th Court, Amritsar",ATR
10088161YA,Yamini Amarnath,701 057 6267,"11445 Stang Road, Gorakhpur",GKR
6389961cYA,Yuvraj Aliababa,119 643 7627,"74719 Orin Way, Indore",IDE
12933418ZA,Zafar Akkineni,027 484 4732,"95194 Sheridan Junction, Chennai",CNI
61588132RA,Rishu Akhtar,775 802 0158,"4073 Parkside Crossing, Varanasi",VNI
2707234qRA,Risiraj Akash,654 424 3587,"612 Fairfield Alley, Bhuwneswar",BNR
16618047RA,Rita Ajgaonkar,213 898 3453,"99679 Fallview Parkway, Amritsar",ATR
0293317vRA,Ritesh Aiyappa,489 873 3386,"2 Forest Center, Delhi",DLI
1142923cRA,Rithik Ahuja,305 119 4522,"997 Bunting Pass, Gurugram",GGM
5820707sRA,Riti Ahluwalia,231 019 5196,"62 Troy Trail, Thane",THE
41036221RA,Ritik Ahlawat,121 407 2255,"694 Di Loreto Pass, Surat",SRT
5508268eRA,Ritika Agvan,272 007 2224,"5774 Division Place, Agra",AGA
0607896pRA,Ritu Agnihotri,608 283 8603,"4682 Farwell Lane, Jaipur",JPR
1503043cRA,Ritunjay Agate,154 317 8731,"7304 Florence Court, Rajkot",RJT
8184771nRA,Rituraj Agarwal,804 465 8403,"83 Norway Maple Court, Thane",THE
9353567nRA,Riya Agarkar,874 386 0185,"509 Maple Wood Hill, Gurugram",GGM
5288058xRA,Riyajuddin Advani,980 600 3879,"056 Hintze Road, Agra",AGA
3851845sRA,Riyajudhin Adiga,671 136 6923,"06204 Briar Crest Park, Bhopal",BPL
4327346aRA,Riyajudin Adhikari,838 426 3912,"0 Commercial Way, Bhuwneswar",BNR
9986976iRA,Riyajul Adhikane,773 890 3481,"6282 Nobel Street, Bangalore",BGL
35725078RA,Riyasat Adani,081 120 0641,"17 David Center, Bhuwneswar",BNR
3717736mRA,Riyaz Achrekar,151 500 5554,"33 Hollow Ridge Court, Bangalore",BGL
6126191tRA,Riyazuddin Acharya,174 518 8155,"57 Schurz Crossing, Chennai",CNI
39357180RA,Rizvana Abraham,088 909 6836,"31 Fairview Center, Noida",NOA
4224215zRA,Rizwaan Abhyankar,505 392 9384,"07552 Mayfield Road, Lucknow",LKO
15918880RK,Rizwan Kumar,570 771 1802,"9 Amoth Way, Bhuwneswar",BNR
36947740RP,Rizwana Pandit,805 417 6304,"6869 Dunning Way, Hydrabad",HDB
